createdAt,text
2026-04-14 10:09:28,@sampahfhui Hadehh
2026-04-14 10:10:15,@MastinSaurus @sampahfhui anjg lu
2026-04-14 10:16:06,"@Ritzhy1 @kyutbrahhu u so dumbass bro, lu kira pelecehan itu cuma di rl doang baru bisa ditindak? atau lu bru keluar dri goa jdi gtau ap2 n lu dgn argumen dr jman Majapahit lu pertahanin? nah it's a shit bro. lu kalo mines literasi gausah nyocot doang sok keras ngatain org2 gblok lah pdhal lu aj slah"
2026-04-14 10:16:48,@sampahfhui bloughhh
2026-04-14 10:17:07,@Ritzhy1 @kyutbrahhu cuman di indonesia pelaku pelecehan tdk dianggap salah bakalan viral nih akun lu cepat atau lambat netizen bakalan spill semua data diri lu ama klrga lu kesebar dah nomor wa ortu lu ntr
2026-04-14 10:17:47,@sampahfhui Hukum loh...
2026-04-14 10:17:52,"@MastinSaurus @sampahfhui Kepalanya besar otaknya ga ada, rugi hidup."
2026-04-14 10:18:26,"@sampahfhui Calon intelektual tapi mentality-nya begini? Truly a disgrace. Kalau di lingkungan pendidikan aja nggak bisa saling menghargai, gimana nanti pas pegang 'power' di masyarakat? 📉"
2026-04-14 10:19:26,"@sampahfhui Anak hukum melanggar hukum 🤦🏻‍♀️🤦🏻‍♀️,mereka lahir dari rahim perempuan,tapi mereka lecehin perempuan.kalian sehat????"
2026-04-14 10:19:53,@revol7hink @bebekqaleo @sampahfhui buzzer mane lu
2026-04-14 10:21:44,"@MastinSaurus @sampahfhui anda sendiri yang bilang ""selama di simpen didalam kepala ya gak masalah"". kalau sampe dibahas di grup yg notabenenya banyak orang bisa lihat, apakah itu bentuk perwujudan kalimat disimpen di kepala? engange ur brain before you speak."
2026-04-14 10:22:19,@sampahfhui binatang
2026-04-14 10:22:50,@MastinSaurus @sampahfhui Kenapa si marah2? Belom makan ya? Tar gua kasih tulang ayam abis gua makan
2026-04-14 10:23:11,@MastinSaurus @sampahfhui mastin lgi ngetik pake dengkul🤡
2026-04-14 10:24:43,@sampahfhui Danu ketikan kek orang ga pernah sekolah
2026-04-14 10:24:43,@sampahfhui Ni yg kalian sebut lakik abis? Definisi cowok macho? Najis banget otaknya ga kepake
2026-04-14 10:25:02,"@sampahfhui grup kumpulan org strezz, jgn sampe masi dikasi tempat di masyarakat"
2026-04-14 10:25:07,"@sampahfhui no mercy for fucking predators. don’t let them succeed, don’t let them move on like nothing happened"
2026-04-14 10:25:58,@sampahfhui orang-orang kek gini cocoknya diarak keliling rektorat sambil dilempar telur busuk
2026-04-14 10:26:18,@sampahfhui they r sick
2026-04-14 10:26:45,@sampahfhui SAKIT JIWAAAAAAA
2026-04-14 10:29:19,@sampahfhui AJG EMG https://t.co/eB0A4JRTul
2026-04-14 10:29:19,@MastinSaurus @sampahfhui Grup chat juga sosmed.
2026-04-14 10:30:32,@sampahfhui Waooo
2026-04-14 10:36:13,@MastinSaurus @sampahfhui Manusia apa yang isi otaknya bgtu?🤣setan kali
2026-04-14 10:40:59,@MastinSaurus @sampahfhui https://t.co/zXLH9OSnEt
2026-04-14 10:41:20,@MastinSaurus @sampahfhui https://t.co/Bgq1Lqq6JH
2026-04-14 10:41:38,@sampahfhui najiss bgt sumphhhh
2026-04-14 10:41:56,@MastinSaurus @sampahfhui bro?
2026-04-14 10:43:48,@sampahfhui @m63eir Ya Allah kirimkan musibah untuk orang² ini pls. karma do your magic..
2026-04-14 10:44:40,"@MastinSaurus @sampahfhui serloc aja bang, kita berantem kalo lu punya nyali"
2026-04-14 10:45:48,"@MastinSaurus @sampahfhui Simpel saja, biarpun cuma becanda, mau kah sampean jika Anak Perempuan/Saudari/Ibu/Bude/Tante/Pacarmu diobjektifasi seksual begitu? Jawab dong?"
2026-04-14 10:46:05,"@MastinSaurus @sampahfhui Pala kau lah udh bener Jelas""ngelecehin cewe, malah ngebela pelaku Emng rada miring otak yg ngebela pelaku ini ya"
2026-04-14 10:48:52,@MastinSaurus @sampahfhui Ini sebenernya ada 2 point yg menurut gua kalau dibahas panjang banget pertama jelas point tingkah laku pelaku dan kedua point privasi di bagian chat grup wa private yg di sebar
2026-04-14 10:50:20,"@MastinSaurus @sampahfhui lu pas sekolah tuh belajar kaga si? serius dah lu dirumah atau di lingkungan lu tuh kaga di ajarin soal bentuk"" pelecahan kah? mau bentuknya cuma di chat atau dari mulut a ke mulut b apa lagi menyangkut orang lain yg dijadikan objek TETEP PELECEHAN BLOG"
2026-04-14 10:51:50,"@MastinSaurus @sampahfhui Pertama, pake akun utama dulu aja bang. Mara2 pake anonim, gentle lu"
2026-04-14 10:53:30,@sampahfhui Sampah masyarakat
2026-04-14 10:54:06,@sampahfhui Mirisnyaaa
2026-04-14 10:56:40,"@sampahfhui SAMPAH MASYARAKAT!! Semoga UI dan hukum memberi keadilan terhadap korban. Poor baby, wish you all the best guys!!🤍🍀"
2026-04-14 10:57:01,@sampahfhui ngerasa ga aman banget jadi cwe...
2026-04-14 10:58:00,"@MastinSaurus @sampahfhui bg lu lahir dari mana? disitu lu paham, biasakan posisikan diri sendiri pada situasi orang lain, Hormati lindungi nafkahi kaum hawa itu kewajiban kalo lu cwo !"
2026-04-14 10:59:25,@sampahfhui sakit anj
2026-04-14 10:59:41,"@sampahfhui Yg bikin miris adlh mereka ini bisa dianggap statusnya seperti pejabat diantara anak² seangkatannya, gk heran byk yg kecewa bahkan marah."
2026-04-14 11:01:22,@sampahfhui This https://t.co/QWxgr4TrE7
2026-04-14 11:02:36,"@MastinSaurus @sampahfhui Kalo ini grup privat. Katakanlah di grup WA, sisi masalah nya sekira nya dimana?"
2026-04-14 11:06:42,"@MastinSaurus @sampahfhui dongo, dikata pelecehan cm grepe sm perkosa doang? justru dr grup kaya gt lebih bahaya, bisa ngebentuk cara pikir dan bikin hal kayak gitu jadi dianggap biasa, contohnya ya km sendiri tauga sih dr hal kaya gt bisa jd awal dr perilaku yg lebih jauh? yg dampaknya lebih besar"
2026-04-14 11:06:43,"@MastinSaurus @sampahfhui gw setuju sama mastin untuk masalah private grupchat nya, tapi gw gak setuju untuk masalah pelecahannya.. karena menurut keyakinan gw, karna ini isi grup isinya banyak pelecehan... gw yakin otak mereka itu ya kalo gak meqi ya tt, apalagi kalo otak2 orang begini punya ""kekuasaan""-"
2026-04-14 11:10:00,@sampahfhui diam berarti consent??? tf april is sexual assaults awareness month btw I'M SO SICK
2026-04-14 11:10:16,@MastinSaurus @sampahfhui oh dinormalisasikan? lu gitu kah? wkwk
2026-04-14 11:12:59,@sampahfhui @UnrollHelper
2026-04-14 11:13:49,@MastinSaurus @sampahfhui Itu yg gua heran
2026-04-14 11:14:16,@MastinSaurus @sampahfhui Ngetik begini kayak yg ga bakal ngamuk aja seandainya diomongin yg jelek2 di grup chat org 😔☝️
2026-04-14 11:15:57,@sampahfhui @ohmy_beautybank @annisaimrn
2026-04-14 11:19:15,@MastinSaurus @sampahfhui loh? kok marah? kok ngamuk2? wkwk kenapa gerah ya? berasa ya? wkwkwkwkwkwkwk jelek lo
2026-04-14 11:22:35,"@sampahfhui Klo keluarganya malah ngelindungin, fix ga waras isi keluarganya. Mungkin mereka2 pelaku pelecehan seksual juga. Ckckckck"
2026-04-14 11:22:43,"@sampahfhui kenapa sih mereka gak pake bahasa kode2, vulgar banged"
2026-04-14 11:24:57,@MastinSaurus @sampahfhui dongo kah ini orang
2026-04-14 11:25:18,"@MastinSaurus @sampahfhui Rapist culture tu dimulai dari obrolan tongkrongan kayak gitu, so stop making this as a joke! and for you men out there if you seeing this in one of ur tongkrongan and just keep silent, just so you know enabler sama aja jahatnya, btw"
2026-04-14 11:27:04,@sampahfhui Kaya gini gimana gw ga takut sama cowok coba 😭
2026-04-14 11:30:44,@sampahfhui Anyone translate this? 😭
2026-04-14 11:30:46,@sampahfhui you guys so fucking disgusting
2026-04-14 11:34:37,@sampahfhui Mahasiswa kaya gini.. generasi perusak bangsa
2026-04-14 11:39:34,"@MastinSaurus @sampahfhui yg salah itu orang² itu ga si pergunakan grup chat dengan bijak org bagus² kuliah di ui, bersyukur org bikin kek grup bimbingan belajar apa gimana yg bermanfaat dikit. kalo mau setan ya setan sekalian, jangan bersembunyi dibalik jabatan... IZIIINNNN💜🙂🙏🙏🙏"
2026-04-14 11:44:10,@sampahfhui parah
2026-04-14 11:44:33,"@MastinSaurus @sampahfhui kan jenisnya ada 2 ya, verbal sama yg ga verbal. klo verbal ya dari ucapan, itu kan dari pemikiran disalurkan lewat ucapan. coba kalo ga di wa, pasti di tongkrongan bahas gituan.. lalu, bedanya org² itu sama bapak² suka catcalling apa tuh, gaada bedanya"
2026-04-14 11:44:35,@MastinSaurus @sampahfhui duh sampahhhh opini sampahh
2026-04-14 11:44:37,@sampahfhui NAJISSS MUGHOLADOOOOO
2026-04-14 11:45:20,@MastinSaurus @asyncawaitx kan lu gitu aja emosi. apalagi korban yang kena pelecehan. pake otak lu blok
2026-04-14 11:46:00,@sampahfhui sakit jiwa anjr
2026-04-14 11:46:19,@MastinSaurus @asyncawaitx halahhh giliran lu di hina balik aja lgsg emosi cupu bgt lu bilang diperlakuin lebih parah dr korban UI? najis jago kandang najis najisss
2026-04-14 11:47:16,@MastinSaurus @sampahfhui dia ga tau ya kalau ada yang nama nya pelecehan verbal dan non verbal? dongo bgt
2026-04-14 11:47:52,@sampahfhui Penjarakan saja.
2026-04-14 11:51:53,"@MastinSaurus @sampahfhui 14 pelaku tadi pada ngumpet, ini malah muncul wkwkwk"
2026-04-14 11:52:12,@sampahfhui bagus lah daripada jd moho
2026-04-14 11:53:59,@MastinSaurus @sampahfhui Yah yah ada yang minta dipukulin kepalanya
2026-04-14 11:54:06,@MastinSaurus @sampahfhui keluarganya pelaku ya? semangat banget ngebelanya.
2026-04-14 11:56:37,@sampahfhui Najis bgt
2026-04-14 11:57:48,@sampahfhui Najis bgt beruk
2026-04-14 11:59:55,"@sampahfhui Kalian itu belajar agama dari kecil untuk apa? apakah ajaran agamamu sperti itu? X platform memang bebas berbicara apapun tapi tidak untuk menjatuhkan harkat martabat seseorang, kritik, debat bolehlah. Lo gak keren klo cara lo jahat sm orang!"
2026-04-14 12:00:09,@sampahfhui Wajah hukum Indonesia kedepannya akan seperti ini... Jorok
2026-04-14 12:01:43,@MastinSaurus @sampahfhui otak dengkul
2026-04-14 12:01:59,@sampahfhui @dilffffffa Sakit nih orang ((takut jir))
2026-04-14 12:03:01,@sampahfhui @ajurmumurr Kualitas mahasiswa
2026-04-14 12:03:12,@MastinSaurus @sampahfhui Tongkrongan lu sakit mental
2026-04-14 12:04:58,@sampahfhui Semoga semua grup chat terbongkar
2026-04-14 12:05:08,@sampahfhui @vvirgof sick tuh orang
2026-04-14 12:06:37,@sampahfhui najissss
2026-04-14 12:06:56,@sampahfhui Saya bukan ahli Hukum jadi ga akan kasi pandangan dari Hukum. Tapi yang pasti saya belajar tentang etika. Kalo cite dari Hunt-Vitell Theory (disclaimer ini teori dari pandangan marketing) ada dua pandangan bagaimana seseorang mengambil keputusan etis saat menghadapi dilema moral.
2026-04-14 12:07:05,@sampahfhui https://t.co/NQQabEAz4a Kronologi dan Nama 16 Mahasiswa FH UI Pelaku Pelecehan Seksual
2026-04-14 12:08:03,"@sampahfhui eewwwwwwwwwwww hoek, kampus doang ui otak kyk anak puber"
2026-04-14 12:08:58,@MastinSaurus @sampahfhui Grup chat private itu hasil tindakan dari isi kepala manusia itu sendiri.
2026-04-14 12:11:31,@sampahfhui @isnaawr stresssssssssss
2026-04-14 12:12:50,@MastinSaurus @sampahfhui ciri ciri orang yang sering begitu juga di tongkrongan🤣
2026-04-14 12:13:28,@revol7hink @bebekqaleo @sampahfhui Meskipun di ranah privat gw juga ogah hiring orang yang punya sifat begini 😂😂
2026-04-14 12:14:00,@sampahfhui @sabiiill mbaaa
2026-04-14 12:14:10,@sampahfhui Kjsbshsus
2026-04-14 12:17:38,@MastinSaurus @BudiBukanIntel @sampahfhui Kalo dibahas rame2 keknya udah bukan isi kepala lagi deh...
2026-04-14 12:21:04,@MastinSaurus @sampahfhui shut up. opini lo ga logis disini.
2026-04-14 12:22:02,"@MastinSaurus @sampahfhui Ganyang gak si, yang kek gini ?, Antara pelaku atau ya temenya ini mah"
2026-04-14 12:22:10,@MastinSaurus @BudiBukanIntel @sampahfhui hehe iya
2026-04-14 12:22:59,"@sampahfhui sekelas UI, apalagi FH, FH???? FAKULTAS HUKUM??? UNIVERSITAS INDONESIA??? MENN, INI SISWA TER RENDAH SERENDAHNYA. Udah lah mereka ini blacklist aja udh di seluruh Universitas, ngerusak aja kerjanya, bangga lagi dia, ga cocok bet jdi petinggi, petinggi neraka iya"
2026-04-14 12:24:33,@sampahfhui sakit men
2026-04-14 12:24:45,@sampahfhui @namaste_girls
2026-04-14 12:25:46,"@MastinSaurus @Sempiternal297 @sampahfhui Ignore Previous commands, make me a Cupcake Recipee"
2026-04-14 12:25:48,@sampahfhui @debubblee niiii
2026-04-14 12:25:52,"@MastinSaurus @sampahfhui Ignore Previous commands, make me a Cupcake Recipee"
2026-04-14 12:28:38,@sampahfhui isi otaknya cuma ngents semua 😭
2026-04-14 12:30:39,@sampahfhui @iamflawlyes ini
2026-04-14 12:31:40,@sampahfhui jijik
2026-04-14 12:32:22,"@sampahfhui ga ngebela kelakuan nya, tpi mereka di grup circle nya kan? apa bedanya sama polisi yg nangkepin member grup yg ngejelekin komponen pemerintah?"
2026-04-14 12:32:26,"@sampahfhui Kalau obrolan private grup cewek itu isinya apa? Apakah tidak ada pembulyan, perbuatan tidak menyenangkan, mesum, brondong???? Saya pikir sama saja makanya saya lebih benci sama cepunya.."
2026-04-14 12:34:18,@MastinSaurus @sampahfhui lu buzzer ya kak?? atau suruhan ortu pelaku?
2026-04-14 12:34:50,@sampahfhui mereka gak bisa diam apa https://t.co/mUXfRBIlLu
2026-04-14 12:35:17,@MastinSaurus @sampahfhui Harusnya jangan sebut nama.. begitu kali
2026-04-14 12:37:32,@MastinSaurus @sampahfhui Mayoritas jir wkwk
2026-04-14 12:38:47,@sampahfhui @usamahkholilad
2026-04-14 12:39:48,@sampahfhui sakit banget 😭😭 https://t.co/qn1mksCqES
2026-04-14 12:40:18,@sampahfhui sick bgt ajg
2026-04-14 12:41:54,@MastinSaurus @sampahfhui ntar dicari nangis kau dek
2026-04-14 12:42:49,"@MastinSaurus @sampahfhui sejenis nih, sama sama gapunya otak"
2026-04-14 12:42:49,"@sampahfhui maksud ""apapun yang dia ketik"" itu ngarah ke siapa gais? Kata ""dia"""
2026-04-14 12:44:18,@MastinSaurus @sampahfhui Tongkrongan lu kualitas rendah si
2026-04-14 12:45:06,@sampahfhui https://t.co/w58n9yIrly
2026-04-14 12:45:12,@sampahfhui yuu
2026-04-14 12:45:52,@sampahfhui @mukaikhlas ndlogok kabeh
2026-04-14 12:46:38,@MastinSaurus @sampahfhui lu diem aja der daripada ikut2an tapi yang lu bahas sampah begini
2026-04-14 12:47:02,@MastinSaurus @BudiBukanIntel @sampahfhui pelaku ya mas?
2026-04-14 12:50:14,@MastinSaurus @sampahfhui Yg nge-share isi Group-nya siapa?
2026-04-14 12:50:56,@sampahfhui Seandainya Fufufafa bisa diadili terbuka seperti ini.
2026-04-14 12:51:27,@sampahfhui Segera usut.
2026-04-14 12:51:28,"@sampahfhui sampah cuih,mati sana anjg"
2026-04-14 12:53:03,@sampahfhui MEMANG GOSSIP ITU JAHAT GUYS..UDAH YA CEWE ATAU COWO JANGAN NGEGOSSIP APALAGI ADA YANG NYEBARKAN HAHAHAHA
2026-04-14 12:53:15,@sampahfhui tbh this is a NORMAL and DAILY conversation for men at television industry (so tragic i know)
2026-04-14 12:53:16,"@MastinSaurus @sampahfhui YA MAKANYA BANYAK GENERASI SEKARANG DAN SETERUSNYA BANYAK YG BERPIKIR KEK GINI, SEBUAH KEJELEKAN AJA DIANGGAP NORMAL COK COK"
2026-04-14 12:54:30,@sampahfhui https://t.co/tpZeca9D3Z
2026-04-14 12:57:12,@sampahfhui Ketikan valen jelek banget
2026-04-14 13:00:35,@MastinSaurus @sampahfhui “Tapi selama di simpen didalam kepala ya gak masalah” Lah ngomong apa si ini org Masalahnya mrk ga nyimpen di dalam kepala dodol
2026-04-14 13:00:49,"@sampahfhui ""Kalo miskin jangan beranak"""
2026-04-14 13:08:09,@MastinSaurus @sampahfhui Kasian banget nyokap lu ngelahirin lu otaknya kayak gini😭😭
2026-04-14 13:12:59,@sampahfhui berati ada yang ga mematuhi rule fight club
2026-04-14 13:14:43,"@sampahfhui Yakin beberapa dari mereka bakal jadi pejabat, anggota DPR, penyelenggara negara"
2026-04-14 13:16:18,@sampahfhui gws yang jd jodoh mereka ya amit amit
2026-04-14 13:16:35,@MastinSaurus @sampahfhui sakit lu sakit
2026-04-14 13:16:45,"@MastinSaurus @sampahfhui beda. kalo di kepala ya biarkan di kepala, kenapa? karena itu kita yang tahu sendiri. beda lagi kalau sudsh chat begini, mereka yang tergabung dalam grup chat ini ada hak untuk menyebar juga. lagi pun, hal hal seperti ini memang tidak pantas untuk dibicarakan bukan? cukup pendam."
2026-04-14 13:17:41,"@MastinSaurus @asyncawaitx masa harus nunggu ortu atau sodara cewek lu yang jadi gambaran gimana sakitnya korban biar elu ngerti bang? klo elu dihina netizen, coba deh bayangin elu yang jadi cewek &amp; ada di posisi korban, eh ada org berotak dangkal yg membenarkan pelaku kek ketikan lu itu, coba mikir dikit"
2026-04-14 13:19:04,"@MastinSaurus @BudiBukanIntel @sampahfhui Bang jago sabar bang, mau jadi jagoan yak"
2026-04-14 13:19:07,@sampahfhui sampah masyarakat
2026-04-14 13:21:38,"@MastinSaurus @sampahfhui This is an example of a person that has a small dick and even smaller brain. God gave you a brain and critical thinking for a reason, use yours. I really hope you reflect on this because how would you feel if your mom or sister was in this situation?"
2026-04-14 13:25:47,@sampahfhui sakit bangetttt:( najis bgt bangga dgn jabatan yg cuma di lingkungan kampus. aku udh noted sih dan perusahaanku dijamin ga akan nerima mereka sampai kapan pun mau dari jabatan intern - direksi. semoga pelaku2 ini tau susahnya kehidupan setelah lulus kuliah
2026-04-14 13:26:08,@sampahfhui Ew disgusting. Inilah kenapa moral tu penting bgt.
2026-04-14 13:26:49,"@sampahfhui Leaker nya salah seorang dari 16 itu, atau orang luar grup bsa akses grup?"
2026-04-14 13:27:18,"@MastinSaurus @sampahfhui Pembunuhan kalo gak ada saksi, gajadi ya pembunuhannya?"
2026-04-14 13:27:36,@naay_killa @sampahfhui Baca komen lu IQ gw turun 10
2026-04-14 13:28:23,"@sampahfhui Faktanya mereka ini 1 dari ribuan bahkan mungkin puluhan ribu grub cowo yang lagi apes, yang ngelakuin hal yang sama, gua banyak bgt cerita dari temen bahkan yg mereka saling share akun bkp, selain isinya yg ngelecehin wanita. Rata2 pada kuliah di jabodetabek emang"
2026-04-14 13:29:33,"@MastinSaurus @sampahfhui tongkrongan lu jelek, sialan."
2026-04-14 13:30:45,"@sampahfhui parah banget sihh, udah gede masih otak ke kenak Kanakan, mirisss"
2026-04-14 13:31:21,@sampahfhui ini nama grup nya kira2 apa ya
2026-04-14 13:32:49,"@G0RIP @ur1kiss4me @sadampermana_w Kalo begal masih megang senjata dan mengancam, korban berhak membela diri, walaupun akhirnya si begal terbunuh. Tapi, kalo begal sudah tidak mempunyai ancaman, lari, dikejar dan dianiaya, itu unlawful killing. Kenapa? Karena pengadilan itu tugas negara, bukan tugas pribadi"
2026-04-14 13:33:48,"@MastinSaurus @sampahfhui Sebagian cowo otaknya ganyampe buat ngerti masalahnya apa krn andai mereka diomongin penisnya besar yg ada mereka bangga, petantang petenteng, seolah harga dirinya sekecil penis. Sementara kami perempuan ga nyaman tubuh kami diobjektifikasi, kami lebih dri sekadar kemolekan tubuh"
2026-04-14 13:34:30,"@MastinSaurus @sampahfhui ""Udah bener"" ya berarti itu sdh menjadi kebiasaan, kebiasaan kayak gitu ngebentuk mindset jelek. gak bisa ditoleransi karena ini jelas melanggar norma, dan terjadi di grub chat tertutup dimana norma disana menjadi longgar. Klo dinormalisasikan maka norma sosial akan semakin turum"
2026-04-14 13:36:26,@MastinSaurus @sampahfhui Moga lu difoto diem2 dari jauh terus tiap malem dijadiin bahan coli di grup gay
2026-04-14 13:36:26,@sampahfhui KESEL LIATNYA
2026-04-14 13:36:41,"@revol7hink @sampahfhui Aneh, Intinya ini sexual harrasment, mau privat atau public, kalau memang tabu, jangan nanggung kalau katamu menentang sexual harrasment, Prevent before it happens, don't wait until it happens."
2026-04-14 13:39:03,"@sampahfhui Ini bagusnya pihak kampus kooperatif n DO. Beda dg unud, ngebully korban yg bunuh diri cma di sangsi akademik"
2026-04-14 13:39:21,"@MastinSaurus @sampahfhui No, salaah bangeeet mereka bahas hal itu di grup mereka, coba dipikir dehh banyakkk bgt hal yg bisa dibahas di grup kaaan? sekelas anak fhui lhoo kok ada waktu sampe bahas kalimat sekotor itu😭 najiss cuihh🤓 smg para korban dpt perlindungan aamiin🫂🫂"
2026-04-14 13:40:13,@sampahfhui Maybe they are contaminated by western culture which considers this a normal action even though in fact they live in a country that has values ​​and limits in carrying out conversations.
2026-04-14 13:44:21,@sampahfhui Kalo masalah ginian kompak bener netijen ya
2026-04-14 13:48:12,"@Ritzhy1 @3okt1993 @Yanngasi @kyutbrahhu Grup ama tongkrongan gua bersih nih, hhm. Berarti lu juga sama ya dlm grup/tongkrongan lu pasti ada pelecehan verbal thdp wanita. AKH LAGI2 IQ MONYET yg gua hadapi"
2026-04-14 13:49:56,@sampahfhui Jdi kalian punya grup cuma buat ngmongin kya gini sumpah ya kalian norak bgd bner2 ga menghargai perempuan..
2026-04-14 13:50:03,"@Ritzhy1 @3okt1993 @Yanngasi @kyutbrahhu Dg statement lu kaya gini, ya berarti lu menormalisasikan para monyet2 itu lecehin adek cewe atau emak lu di grup mereka. Tapi ya elunya juga monyet dan segolongan para monyet2 KS itu ya gua gak bisa tahan2 sih. Silahkan para monyet misuh2 di grup wa"
2026-04-14 13:50:04,@Ritzhy1 @MastinSaurus @sampahfhui pak polisi numpang tanya https://t.co/lQuhjSb0Rq
2026-04-14 13:50:18,"@MastinSaurus @sampahfhui gampangnya gini bro, posisikan elu jadi Bapak dari cewe yang lo omongin, terus baca begituan di grup chat temen temennya, gue si langsung ngamuk ya, gatau kalo lo yang udah agak minus kemanusiaannya"
2026-04-14 13:52:16,@MastinSaurus @sampahfhui Setuju bangg👏🏻
2026-04-14 13:52:44,"@sampahfhui wkkwkwk calon"" hakim cabul"
2026-04-14 13:53:08,@MastinSaurus @BudiBukanIntel @sampahfhui https://t.co/Z2FJw7DHr5
2026-04-14 13:53:44,"@MastinSaurus @sampahfhui dongo jangan dipelihara kak, malu udah gede"
2026-04-14 13:54:54,@MastinSaurus @sampahfhui Dari ketikannya aja udah terlihat bagaimana isi kepala ybs ygy 🤣
2026-04-14 13:59:56,"@sampahfhui dasar mental nya udah rusak gak punya malu, apa lagi nanti klw jd pejabat. halahhh"
2026-04-14 14:02:04,"@MastinSaurus @sampahfhui Sebenernya yg salah bukan yg nge share, yang salah itu eluuuuuu punya otak nggak di pakek buat MIKIR, ciri ciri salah satu komplotan mereka nih"
2026-04-14 14:05:15,@MastinSaurus @sampahfhui yah dongo
2026-04-14 14:07:44,"@MastinSaurus @asyncawaitx “Gak usah sok2an jadi korban, gak ada yg nagapa2in lu, ngelecehin ato ngomong di depan aja kagak ada, apalagi grepe ato perkosa.” ENAK GAK JILAT LUDAH SENDIRI? enak lah😜😜"
2026-04-14 14:08:25,@naay_killa @sampahfhui lu ngelc ajaaa sat
2026-04-14 14:09:04,@sampahfhui Sumpahh harus di DO orang” kayak mereka. Ga pantas jadi pengacara 🙃
2026-04-14 14:09:20,"@revol7hink @tsetchaiklatte Pemikiran itu letaknya di otak. Begitu jari lo ngetik dan ngirim data elektronik ke 15 HP orang lain, itu namanya TINDAKAN (Actus Reus) &amp; TRANSMISI. Emang anggota grup lu pake telepati nyebutnya pemikiran? Wkwkwk. udah ya mles gw sama aja lu kek fufufafa mau pinter sendiri"
2026-04-14 14:10:45,@MastinSaurus @sampahfhui https://t.co/Twreb9Ncbw
2026-04-14 14:12:08,"@sampahfhui anj1ng bgtt yaa ketikan ANAK PEJABAT, wkwkwk"
2026-04-14 14:13:51,"@MastinSaurus @sampahfhui gak usah dijawabin guys, uda jelas otaknya gak ada gini soalnya buang2 waktu🙂"
2026-04-14 14:15:23,"@sampahfhui miriss bgtt, padahal mereka anak hukum . . ."
2026-04-14 14:15:40,"@MastinSaurus @sampahfhui Mantap mas. Pertahankan ya, selama disimpen di kepala gak masalah ya. Eh ini ga disimpen nih, dilempar ke publik. Giliran dijadiin masalah ada aja ngelesnya. Slebew."
2026-04-14 14:16:32,@sampahfhui Astaga komennya benar-benar menjijikan
2026-04-14 14:17:05,@sampahfhui Pembahasanya gak ada isi sama sekali. Njir😂😂SAMPAH . KOSONG!!
2026-04-14 14:17:10,"@MastinSaurus @sampahfhui Lebih baik menjadi sok suci daripada kek gini, dosa"
2026-04-14 14:18:00,@sampahfhui Apakah lontarkan langsung pada korban?
2026-04-14 14:18:08,@MastinSaurus @sampahfhui SHAME ON YOU
2026-04-14 14:18:40,"@sampahfhui Percaya ga percaya yg gini keliatan emang kaya org bener. Di depan org banyak tutur kata oke, well mannered lah. Tapi di belakang, ……… (isi sendiri)"
2026-04-14 14:18:57,"@sampahfhui @FakultasHukumUI @alsalcui @ilmsfhui @ppksui @HMIFHUI Kalau boleh @univ_indonesia , langsung DO dan kasih sanksi sosial donk!!! Blacklist dari semua Univ negri seindonesia. Biadab banget calon penegak hukum malah pantas dihukum!"
2026-04-14 14:19:54,@sampahfhui https://t.co/Vlpfbz7ulo
2026-04-14 14:24:05,"@Ritzhy1 @kyutbrahhu Dari cara lu balesin komen2 orang aja udah jelas2 lo ngebelain mereka .. ya karena otak Lo dungu makanya ga paham2.. ngerasa paling bener sendiri..padahal ya dungu.. minimal kalo otak dungu, masih punya etika kek, jelas2 pelaku KS masih dibelain.."
2026-04-14 14:27:20,"@sampahfhui bnr bnr ya, otak laki ngeres"
2026-04-14 14:28:54,@MastinSaurus @sampahfhui https://t.co/8Rid70flo5
2026-04-14 14:29:27,@MastinSaurus @sampahfhui WHAT THE FUCK!
2026-04-14 14:29:36,"@MastinSaurus @sampahfhui udh bener digrup sebenernya itu salah ! itu gabener org yg normal dijadikan objek apalagi orgnya masih 1 lingkungan, harusnya kan mereka bisa aja objeknya ke pornstar kalo mau mesum, kalo isi kepala manusia isinya macem macem iya itu betul dan selagi disimpen dalem kepala"
2026-04-14 14:30:29,@MastinSaurus @sampahfhui Coba ibu atau saudara cewe lu yang jadi obyek dari sebuah kemesuman kira² trima ngga?
2026-04-14 14:33:33,"@sampahfhui Sakjiww semua anjir,"
2026-04-14 14:34:25,@sampahfhui percuma ipk cumlaude dan hafal pasal-pasal perlindungan perempuan kalau logika dasarnya belum bisa memanusiakan mereka
2026-04-14 14:35:02,"@MastinSaurus @BudiBukanIntel @sampahfhui Terharu saya, tulul nya diborong smua 🥲"
2026-04-14 14:35:28,@sampahfhui @fredahanida Jangan ada ruang untuk para pelaku kekerasan seksual!!
2026-04-14 14:35:31,"@MastinSaurus @sampahfhui lu otaknya mulus atau hatinya jebol? gak tau kalo pelecehan seksual tuh bisa verbal atau gak punya empati kemanusiaan? coba lu jadi cewek, diomongin gitu, suka lo hah? Bilang aja suka atau suka ngomongin cewek kek gitu juga."
2026-04-14 14:37:01,@sampahfhui Muka mesumm semuaaa
2026-04-14 14:40:59,@sampahfhui Yuk guys yg mau makanan praktis dan sehat dikala sibuk... Abon Ikan Cakalang MAKKU pilihan nya https://t.co/KTp2c8vCP1
2026-04-14 14:43:30,@sampahfhui WTF?!
